sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4	A3m	A3	C31	C17d	C21	C21ac	C31.1	C17e	C31a	1379_C	C31.10	1393_C	C17f	C31.9	1373_C	C17	1405_C	1396_C	1394_C	1416_C	1412_C	1377_C	C21k	1417_C	1381_C	1392_C	1415_C	1424_C	1411_C	1408_C	C31b	1404_C	C3	1403_C	1410_C	1414_C	1370_C	1398_C	1397_C	1413_C	1420_C	1401_C	C3.14	C17.2	1395_C	1372_C	1409_C	1419_C	1388_C	1374_C	1426_C	1427_C	1378_C	1371_C	1402_C	1418_C	1441_C	1425_C	1432_C	1375_C	1423_C	C21.16	1431_C	1376_C	1406_C	1384_C	1382_C	1428_C	1422_C	1450_C	1407_C	1387_C	1380_C	1383_C	1429_C	1445_C	1449_C	1446_C	1447_C	1385_C	1448_C	1386_C	1437_C	C42.2	1438_C	1440_C	1439_C	1444_C	1389_C	1391_C	D1	D4	D6	D1ab	1365_D	1366_D	1367_D	1368_D	D17d	D17j	D4d	1369_D	D1r	1430_D	D17e	1399_D	D17l	D5m	D17c	D17k	D17	1433_D	1434_D	1451_D	1435_D	1442_D	D1.6	1443_D	1400_D	1436_D	1421_D	G3l	G3m	G3k	1390_G
212	WSH106	WSH106_S157_L001_R1_001.fastq.gz	3734b74fe0fd6318e420b1d4155612b9525117fa258eadfc6683c9f5d233634d	WSH106_S157_L001_R2_001.fastq.gz	e3d7401f33d509d0eb6cb31b420c7675ddd4a057ddf2bea79bd19b9c12f8abce	25718	14098	170	14098	170	0	0	0	0	13594	9	0	0	0	757	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5575	4351	2142	769	265	130	188	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
199	WSH120	WSH120_S135_L001_R1_001.fastq.gz	583c26a38263fb91313089c73106d5b0a3d1dcbfd2d8525cd90eac2c53df2f2f	WSH120_S135_L001_R2_001.fastq.gz	326f35f3bab4da1c9968264e9a1043162cf19fe5c777fd85c1c4ea12e206924b	27952	11393	237	11384	236	9	1	0	0	10900	38	0	0	151	477	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	4	0	221	144	30	7	0	16	20	0	5	0	4	13	0	0	0	0	0	0	9	0	5	0	5	0	11	0	0	0	0	0	7	0	0	0	25	0	0	0	0	4	0	0	0	17	9	0	0	19	0	0	0	6	6	0	0	0	0	6	0	0	0	6	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	5	4	4	0	0	0	4307	3333	1627	529	230	70	108	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	WSH118	WSH118_S111_L001_R1_001.fastq.gz	1cb2391190c785b07c87a9137707035776cc4a99ff5af99023778005b27ce4de	WSH118_S111_L001_R2_001.fastq.gz	598eb8c2a3526dd195503947b4c9a32787984fa1c0549aa8052bf55a582f6001	30280	15393	281	15393	281	0	0	0	0	14783	47	0	0	493	612	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	529	276	194	57	97	65	70	18	67	17	0	0	0	14	8	0	11	0	0	34	11	0	0	15	0	0	0	14	31	0	8	0	0	0	68	11	0	0	0	10	0	0	0	48	0	0	0	34	0	0	16	27	21	0	0	0	0	13	0	0	0	13	16	10	0	0	0	0	11	0	0	10	9	16	9	13	11	0	10	0	0	0	0	0	0	0	0	0	5242	4162	2258	597	278	145	126	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	WSH096	WSH096_S96_L001_R1_001.fastq.gz	93057a72605e367d400c42300e2362e439053bd59b2be3e18ad404053e3fa1d9	WSH096_S96_L001_R2_001.fastq.gz	c1b897ff88782a477626e37462ad08373ec8f0a9d0799a994ceed52e28788a2d	39207	18329	287	18329	287	0	0	0	0	17600	40	0	0	604	739	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	748	707	157	38	0	0	0	33	0	0	59	29	0	0	0	20	32	0	0	0	11	21	16	13	11	0	0	0	0	0	0	0	0	0	67	29	0	0	15	18	28	0	0	33	0	0	0	85	0	0	42	28	13	0	0	0	0	14	0	0	0	18	17	21	22	0	0	0	10	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6001	5119	2695	665	362	162	148	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	WSH088	WSH088_S95_L001_R1_001.fastq.gz	aac71fa58ce29625bfc36731a1e30abba6a5d3a96a8b6b0b2253124063eee588	WSH088_S95_L001_R2_001.fastq.gz	f2f20abb890035552313dc0a4ce5191cc3fafcc6a48b3db8c1135ed501bfb81e	34365	17363	294	17363	294	0	0	0	0	16588	37	0	0	706	693	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	941	257	80	40	94	106	96	33	69	0	0	0	60	0	0	0	0	0	0	35	0	0	21	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	19	0	0	62	0	0	10	50	0	0	33	74	0	0	0	0	0	41	0	0	0	37	0	12	18	0	0	0	0	10	22	16	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	5993	4536	2044	914	262	164	113	85	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	WSH114	WSH114_S158_L001_R1_001.fastq.gz	6600e0edd0159360c668826bfdf505e8f8c517c5c61152b44eedc253b52c8f2b	WSH114_S158_L001_R2_001.fastq.gz	1e9b46c8561d49db6b3b4bb1357145a8481132103206c3aace4b1f9b38eb4074	36052	20230	351	20218	349	8	1	4	1	19241	40	0	0	920	750	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	4	936	1099	287	83	0	125	0	77	0	24	100	62	0	0	0	36	69	0	0	0	0	32	0	62	23	0	0	0	0	0	23	0	0	0	65	38	39	0	43	0	21	0	0	37	0	0	0	81	53	0	61	23	66	0	0	0	0	15	0	0	0	19	0	0	21	15	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6138	5313	2522	858	320	128	202	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	WSH128	WSH128_S136_L001_R1_001.fastq.gz	e70e78ebc262176dc54a2271335ba4aa1dc0d3765c1d5679965513fe4cba8a4f	WSH128_S136_L001_R2_001.fastq.gz	51d773bd2a9d6ebf4536cb8e3fbf96fb3b922e75cba1137d4957a314898335fb	225421	123836	2315	123013	2285	668	11	155	19	109401	48	0	0	10956	3375	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	16188	9857	3497	1356	0	1356	769	839	458	765	525	864	0	510	397	260	355	0	323	0	0	265	259	261	364	0	0	0	0	0	0	0	0	367	1170	0	0	0	0	0	0	416	0	729	502	0	0	887	447	0	544	434	325	0	0	0	0	308	0	0	0	235	276	352	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24826	19279	9990	2923	1333	441	697	531	673	0	995	0	0	0	0	373	0	0	0	0	292	0	0	0	0	0	296	0	0	0	0	0	0	0	0
196	WSH087	WSH087_S83_L001_R1_001.fastq.gz	23c14b605998977394c6debea3c06cc7d41ded5a9bdd12fc7dc159ad7a6e1b03	WSH087_S83_L001_R2_001.fastq.gz	411a1d51741ca0107a71f2ce5602da588344ae377e6a427a136ee8b713ae5b9e	53349	25300	564	25220	555	67	6	13	3	22964	51	0	0	2252	803	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	3835	1154	1283	490	55	177	335	76	62	269	0	107	0	186	79	85	0	0	0	0	96	0	60	64	0	0	0	56	0	86	0	112	51	0	243	0	62	0	0	139	107	115	0	180	56	0	0	116	0	0	99	94	127	0	0	0	0	67	0	0	0	0	69	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4934	3618	1952	648	229	156	105	120	170	155	255	73	88	0	0	65	0	0	0	0	87	0	0	0	0	0	0	0	55	0	0	0	0	0	0
202	WSH092	WSH092_S48_L001_R1_001.fastq.gz	98a7cd26dee7b19d55ef6370b8d5b4d3e867b87216194151dc6743159959e475	WSH092_S48_L001_R2_001.fastq.gz	2b9dc4d3d392b17c91bc5ab7c7015ae47abaf571b8a38de4527bc565625b1e4c	41859	20006	385	19652	376	354	9	0	0	18033	30	0	0	2323	4	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	4558	6195	2066	845	0	512	0	373	92	364	526	142	0	350	0	204	207	0	0	0	163	120	144	179	0	0	0	92	0	0	137	0	0	0	0	129	0	0	122	101	91	0	0	0	0	0	0	0	83	0	0	0	0	0	104	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	WSH107	WSH107_S169_L001_R1_001.fastq.gz	b6a1b495c4190016aa6b007b2b2c683eff97a7e79b7206754c12ba870d2bfb90	WSH107_S169_L001_R2_001.fastq.gz	733336b9766e01b0a3af51b4d28ed52c9f0387c1860669c8815ce835021c0e30	36877	18690	329	18360	324	330	5	0	0	16901	27	0	0	2331	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	4382	5759	1869	692	0	530	0	346	88	428	526	110	0	297	0	181	218	0	0	0	104	131	117	168	0	0	0	106	0	0	121	0	0	0	0	112	0	0	95	86	92	0	0	0	0	0	0	0	85	0	0	0	0	0	83	90	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	WSH112	WSH112_S134_L001_R1_001.fastq.gz	075836615105cd2a6f5ae3ba61cdecbbae73fc0449b6fa376c2a95ac9e4192e5	WSH112_S134_L001_R2_001.fastq.gz	6cda5d0e4b9ae31a5d2fdb51ed67911767bde09b7fafd02a4451c703fa3fb204	32053	16854	326	16568	322	286	4	0	0	15355	24	0	0	1985	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	3912	5107	1741	744	0	434	0	330	0	287	477	365	0	227	0	159	187	0	0	0	108	160	125	153	0	0	0	118	0	0	163	0	0	0	0	103	0	0	100	95	92	0	0	0	0	0	0	0	77	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	WSH108	WSH108_S181_L001_R1_001.fastq.gz	9656c93c10ecfecfceef6d6b2aed04688e7f99e93891955f6f0fea68b337e4ce	WSH108_S181_L001_R2_001.fastq.gz	6b474e116e0d629bad1b5af86ef2d0c5d449a1c32d09a33c328ed857d842e06c	36134	19089	342	18587	334	502	8	0	0	17524	25	0	0	3522	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData	0	0	0	7276	3096	1630	663	0	281	0	277	0	234	293	458	0	156	339	115	164	231	245	0	141	127	0	0	256	332	347	106	0	0	0	0	364	153	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	WSH113	WSH113_S146_L001_R1_001.fastq.gz	ffe1720c50df70eee75f28ad4ee902f9656bfe61a436f091ba1f09b2d6260584	WSH113_S146_L001_R2_001.fastq.gz	136bad14438bbc68cc89d5f121000a19dc77868932dc5b5febbac7406f9ae58f	13944	7591	162	7508	158	83	4	0	0	7061	34	0	0	1268	4	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	2884	1304	634	260	0	115	0	112	31	83	109	202	0	34	115	37	72	90	81	0	72	38	0	0	116	37	111	38	0	0	44	0	121	77	0	0	36	73	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	11	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	WSH110	WSH110_S110_L001_R1_001.fastq.gz	128af4124a4cc613b92175799fd4b26a294007f3d0f30872c83aad156edbcf68	WSH110_S110_L001_R2_001.fastq.gz	dce5d6da467a1d452c5dd1b9b6d4c210e60fefae5086f4c62df4abcb0b5da5db	41877	21358	461	19888	441	1464	19	6	1	17944	29	0	0	3680	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData	0	0	0	6598	3470	1676	917	0	253	0	301	176	402	423	321	0	285	232	133	188	339	263	0	145	188	101	0	187	311	0	127	0	174	0	193	0	154	0	0	99	0	116	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
