sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
223	WSH124	WSH124_S183_L001_R1_001.fastq.gz	a5be2c0d4f618be637aa60c7ca20b0b5468bb918f012d3c4172c7284919d4d51	WSH124_S183_L001_R2_001.fastq.gz	aad7566192ec189661bac22867f1b18efb287c78de408624a938732be29e8272	2.4459100485481358	1.051387743885683	0.017953650270220757	1.051387743885683	0.017953650270220757	0.0	0.0	0.0	0.0	1.0	0.000641201795365027	0	0	0	0.04497572593203261	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
208	WSH089	WSH089_S12_L001_R1_001.fastq.gz	e503337e20165d27482aa11476562425a5d26477ea60b75ca47e776430df5b5f	WSH089_S12_L001_R2_001.fastq.gz	375b82e6b65832530b5ffeffc4bce9af8c4b3bff588fc8f8fe7e7f691bf707b7	2.140796165884194	1.0546263693270737	0.015307120500782473	1.0546263693270737	0.015307120500782473	0.0	0.0	0.0	0.0	1.0	0.0003912363067292645	0	0	0	0.04817097026604068	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
214	WSH093	WSH093_S60_L001_R1_001.fastq.gz	a0dddcb4d6305688df5727d64a3c7b979baec2f19aea194a79c555e807543660	WSH093_S60_L001_R2_001.fastq.gz	51dde50499afbbbd56e6f4444332072f6e533a75da3522b4f9dbf228cd45c758	2.214595521484769	1.0502319951583619	0.015130119023602985	1.0502319951583619	0.015130119023602985	0.0	0.0	0.0	0.0	1.0	0.0005043373007867661	0	0	0	0.04932418801694574	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
224	WSH090	WSH090_S24_L001_R1_001.fastq.gz	89efb6e8b0ed1ded861274c23746dcb3a5ae448156e7c0276ac36168a93466e3	WSH090_S24_L001_R2_001.fastq.gz	38fec769e74094f3ffad97b37982bfdbc7bcb7c7be6fd565e627ff3db7d9253a	2.2091191479920123	1.045984024850233	0.015254049256711782	1.0455957399600622	0.015143110716662968	0.00038828489017084537	0.00011093854004881296	0.0	0.0	1.0	0.0005546927002440647	0	0	0	0.04947858886177058	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
188	WSH095	WSH095_S84_L001_R1_001.fastq.gz	a8ad4d7d00c342f733a43015453155bf38fa9189d8f71c78f7f5e6ab2c951b22	WSH095_S84_L001_R2_001.fastq.gz	4ba29a8fb61fdf72c6c85dc4f71fdd6b59ff75f77cb052defaa50ee63239e4da	2.2275487789120043	1.04160744282207	0.014407546194598785	1.04160744282207	0.014407546194598785	0.0	0.0	0.0	0.0	1.0	0.000839901796097687	0	0	0.0007752939656286342	0.04696989275100142	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
200	WSH103	WSH103_S121_L001_R1_001.fastq.gz	f56fd4f7f6c476873bb4adf29d0df043a3150bc9359a56eb2704373907d873d9	WSH103_S121_L001_R2_001.fastq.gz	9ceb7ac07f6946e8a639b57c8cce9372fde8dafbf0e99a30e3fe2d75cbef0ba1	2.0077748506072095	1.044914219623466	0.015485446250722868	1.044914219623466	0.015485446250722868	0.0	0.0	0.0	0.0	1.0	0.0009638244554391826	0	0	0.0011565893465270193	0.04523549444194564	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
207	WSH111	WSH111_S122_L001_R1_001.fastq.gz	59af6fadebf015113b037188dd38fa4fad5089bc2147837c9105e50ab69ab065	WSH111_S122_L001_R2_001.fastq.gz	76bfc5e1374e0571b2d01d482ef08cc195e9213f29a51d3fd8f79a9ddc75941f	1.9057824744716219	1.044644977440038	0.01543576347660888	1.044644977440038	0.01543576347660888	0.0	0.0	0.0	0.0	1.0	0.0006530515317026835	0	0	0	0.051887912609831395	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
187	WSH125	WSH125_S100_L001_R1_001.fastq.gz	ad1263672b2ee29d95987615e78ed98e67a3f06d8123fdb40b41387901155715	WSH125_S100_L001_R2_001.fastq.gz	2679fa13ca32b53f7607d524b8d7a488d56446dbdcee75a4e7ddac4f80c9c9b2	1.9607337345944396	1.045882296742142	0.014521830514951753	1.045882296742142	0.014521830514951753	0.0	0.0	0.0	0.0	1.0	0.0003582688449412439	0	0	0.00014330753797649757	0.04903506257762492	0	0	0.00011942294831374797	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
211	WSH126	WSH126_S112_L001_R1_001.fastq.gz	8b3d7130ef7eeb82eee5784cdc93705e00c42702687a5a9c388e4ae6190c8d01	WSH126_S112_L001_R2_001.fastq.gz	7f86bfb7d68bb88e9347155b1e3a06162e4bf7154336dc9ddb74742ac680f5bc	1.841608810150826	1.0505147234857553	0.015082595163993297	1.0505147234857553	0.015082595163993297	0.0	0.0	0.0	0.0	1.0	0.00047881254488867607	0	0	0.00023940627244433804	0.052477854919798894	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
192	WSH091	WSH091_S36_L001_R1_001.fastq.gz	c0c3848b534973b6db8d84fc52a1e195b08b23acd9f248a4033476c7cc01b4dd	WSH091_S36_L001_R2_001.fastq.gz	4f4ecbd4455168d9033c937a79bd25577d96bf75da310c1b9ad31be1aa4e7293	2.1996660132142596	1.0463225150657083	0.015392434473244754	1.0463225150657083	0.015392434473244754	0.0	0.0	0.0	0.0	1.0	0.0014521164597400711	0	0	0.0028316270964931383	0.04748420823350033	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
